story	cell	owner	slot	tag	role	inScan	nativeInteractive	visualW	visualH	hitW	hitH	square24	clipAncestor	clipRoom	after	note	chain
accordion	expansion:single;open:closed	accordion	accordion-trigger	button	-	true	true	512	54.4	512	56	true	-	-	-	-	accordion-item,accordion
accordion	expansion:single;open:closed	accordion	accordion-trigger	button	-	true	true	512	54.4	512	55	true	-	-	-	-	accordion-item,accordion
accordion	expansion:single;open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	accordion	accordion-trigger	button	-	true	true	512	54.4	512	56	true	-	-	-	-	accordion-item,accordion
accordion	expansion:single;open:open	accordion	accordion-trigger	button	-	true	true	512	54.4	512	56	true	-	-	-	-	accordion-item,accordion
accordion	expansion:single;open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:single;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	accordion	accordion-trigger	button	-	true	true	512	54.4	512	56	true	-	-	-	-	accordion-item,accordion
accordion	expansion:multiple;open:closed	accordion	accordion-trigger	button	-	true	true	512	54.4	512	55	true	-	-	-	-	accordion-item,accordion
accordion	expansion:multiple;open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	accordion	accordion-trigger	button	-	true	true	512	54.4	512	56	true	-	-	-	-	accordion-item,accordion
accordion	expansion:multiple;open:open	accordion	accordion-trigger	button	-	true	true	512	54.4	512	56	true	-	-	-	-	accordion-item,accordion
accordion	expansion:multiple;open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
accordion	expansion:multiple;open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	button	button	button	-	true	true	77.8	32	78	33	true	-	-	-	-	alert-action,alert
alert	variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	button	button	button	-	true	true	77.8	32	78	33	true	-	-	-	-	alert-action,alert
alert	variant:success	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	button	button	button	-	true	true	77.8	32	78	33	true	-	-	-	-	alert-action,alert
alert	variant:warning	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:warning	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	button	button	button	-	true	true	77.8	32	78	33	true	-	-	-	-	alert-action,alert
alert	variant:destructive	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert	variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	alert-dialog	alert-dialog-trigger	button	-	true	true	83.8	36	84	37	true	-	-	-	-	-
alert-dialog	open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:closed	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	alert-dialog	alert-dialog-trigger	button	-	true	true	83.8	36	0	0	false	-	-	-	pointer-events:none,no-hit-point	-
alert-dialog	open:open	alert-dialog	alert-dialog-cancel	button	-	true	true	58.2	36	59	36	true	body[xy]	533.2	-	-	alert-dialog-footer,alert-dialog-content
alert-dialog	open:open	alert-dialog	alert-dialog-action	button	-	true	true	56.2	36	57	36	true	body[xy]	469	-	-	alert-dialog-footer,alert-dialog-content
alert-dialog	open:open	-	-	span	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
alert-dialog	open:open	-	alert-dialog-content	div	alertdialog	false	true	512	183.6	512	184	true	body[xy]	444	-	-	-
alert-dialog	open:open	-	-	span	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:none;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:sm;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:default;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:image	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
avatar	knockout:ring;size:lg;source:fallback	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:neutral	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:accent	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:success	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
badge	variant:danger	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	breadcrumb	breadcrumb-link	a	-	true	true	60.5	22.4	61	25	true	-	-	60.5px×23.9844px	-	breadcrumb-item,breadcrumb-list,breadcrumb
breadcrumb	currentLocation:ancestor	breadcrumb	breadcrumb-link	a	-	true	true	51.9	22.4	53	25	true	-	-	51.9219px×23.9844px	-	breadcrumb-item,breadcrumb-list,breadcrumb
breadcrumb	currentLocation:ancestor	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:ancestor	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	breadcrumb	breadcrumb-link	a	-	true	true	60.5	22.4	61	25	true	-	-	60.5px×23.9844px	-	breadcrumb-item,breadcrumb-list,breadcrumb
breadcrumb	currentLocation:current	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
breadcrumb	currentLocation:current	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	button	button	button	-	true	true	83.8	36	84	37	true	-	-	-	-	-
button	size:default;variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:default	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	button	button	button	-	true	true	83.8	36	84	37	true	-	-	-	-	-
button	size:default;variant:destructive	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:destructive	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	button	button	button	-	true	true	85.8	36	86	37	true	-	-	-	-	-
button	size:default;variant:outline	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:outline	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	button	button	button	-	true	true	83.8	36	84	37	true	-	-	-	-	-
button	size:default;variant:secondary	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:secondary	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	button	button	button	-	true	true	83.8	36	84	37	true	-	-	-	-	-
button	size:default;variant:ghost	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:ghost	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	button	button	button	-	true	true	83.8	36	84	37	true	-	-	-	-	-
button	size:default;variant:link	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:default;variant:link	-	-	a	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
button	size:xs;variant:default	button	button	button	-	true	true	60.4	24	61	25	true	-	-	-	-	-
button	size:xs;variant:default	-	-	button	-	false	true	0	0	-	-	-	-	-	-	not-rendered	-
